Date,Symbol,Unadjusted_Open,Unadjusted_High,Unadjusted_Low,Unadjusted_Close,Unadjusted_Volume
2022-01-14,AAPL,171.34,173.78,171.09,173.07,80440780
2022-01-18,AAPL,171.51,172.54,169.41,169.8,91168729
2022-01-19,AAPL,170.0,171.08,165.94,166.23,94814990
2022-01-20,AAPL,166.98,169.68,164.18,164.51,91420515
2022-01-21,AAPL,164.41,166.33,162.3,162.41,122848858
2022-01-24,AAPL,160.02,162.3,154.7,161.62,162706686
2022-01-25,AAPL,158.98,162.76,157.02,159.78,115798367
2022-01-26,AAPL,163.5,164.39,157.82,159.69,108275308
2022-01-27,AAPL,162.45,163.84,158.28,159.22,121954638
2022-01-28,AAPL,165.71,170.35,162.8,170.33,179935660
2022-01-31,AAPL,170.16,175.0,169.51,174.78,115541590
2022-02-01,AAPL,174.01,174.84,172.31,174.61,86213911
2022-02-02,AAPL,174.75,175.88,173.33,175.84,84914256
2022-02-03,AAPL,174.48,176.24,172.12,172.9,89418074
2022-02-04,AAPL,171.68,174.1,170.68,172.39,82465400
2022-02-07,AAPL,172.86,173.95,170.95,171.66,77251204
2022-02-08,AAPL,171.73,175.35,171.43,174.83,74829217
2022-02-09,AAPL,176.05,176.65,174.9,176.28,71285038
2022-02-10,AAPL,174.14,175.48,171.55,172.12,90865899
2022-02-11,AAPL,172.33,173.08,168.04,168.64,98670687
2022-02-14,AAPL,167.37,169.58,166.56,168.88,86185530
2022-02-15,AAPL,170.97,172.95,170.25,172.79,64286320
2022-02-16,AAPL,171.85,173.34,170.05,172.55,61177398
2022-02-17,AAPL,171.03,171.91,168.47,168.88,69589344
2022-02-18,AAPL,169.82,170.54,166.19,167.3,82772674
2022-02-22,AAPL,164.98,166.69,162.15,164.32,91162758
2022-02-23,AAPL,165.54,166.15,159.75,160.07,90009247
2022-02-24,AAPL,152.58,162.85,152.0,162.74,141147540
2022-02-25,AAPL,163.84,165.12,160.87,164.85,91974222
2022-02-28,AAPL,163.06,165.42,162.43,165.12,95056629
2022-03-01,AAPL,164.69,166.6,161.97,163.2,83474425
2022-03-02,AAPL,164.39,167.36,162.95,166.56,79724750
2022-03-03,AAPL,168.47,168.91,165.55,166.23,76678441
2022-03-04,AAPL,164.49,165.55,162.1,163.17,83819592
2022-03-07,AAPL,163.36,165.02,159.04,159.3,96418845
2022-03-08,AAPL,158.82,162.88,155.8,157.44,131148280
2022-03-09,AAPL,161.47,163.41,159.41,162.95,91454905
2022-03-10,AAPL,160.2,160.39,155.98,158.52,105342033
2022-03-11,AAPL,158.93,159.28,154.5,154.73,96970102
2022-03-14,AAPL,151.45,154.12,150.1,150.62,108732111
2022-03-15,AAPL,150.9,155.57,150.38,155.09,92964302
2022-03-16,AAPL,157.05,160.0,154.46,159.59,102300157
2022-03-17,AAPL,158.61,161.0,157.63,160.62,75615376
2022-03-18,AAPL,160.51,164.48,159.76,163.98,123511692
2022-03-21,AAPL,163.51,166.35,163.01,165.38,95811352
2022-03-22,AAPL,165.51,169.42,164.91,168.82,81532007
2022-03-23,AAPL,167.99,172.64,167.65,170.21,98062674
2022-03-24,AAPL,171.06,174.14,170.21,174.07,90131418
2022-03-25,AAPL,173.88,175.28,172.75,174.72,80546156
2022-03-28,AAPL,172.17,175.73,172.0,175.6,90371916
2022-03-29,AAPL,176.69,179.01,176.34,178.96,100589440
2022-03-30,AAPL,178.55,179.61,176.7,177.77,92633154
2022-03-31,AAPL,177.84,178.03,174.4,174.61,103049285
2022-04-01,AAPL,174.03,174.88,171.94,174.31,78751328
2022-04-04,AAPL,174.57,178.49,174.44,178.44,76545983
2022-04-05,AAPL,177.5,178.3,174.41,175.06,73401786
2022-04-06,AAPL,172.36,173.63,170.13,171.83,89058782
2022-04-07,AAPL,171.16,173.36,169.85,172.14,77594650
2022-04-08,AAPL,171.78,171.78,169.2,170.09,76575508
2022-04-11,AAPL,168.71,169.03,165.5,165.75,72246706
2022-04-12,AAPL,168.02,169.87,166.64,167.66,79265181
2022-04-13,AAPL,167.39,171.04,166.77,170.4,70618925
2022-04-14,AAPL,170.62,171.27,165.04,165.29,75329376
2022-04-18,AAPL,163.92,166.6,163.57,165.07,69023941
2022-04-19,AAPL,165.02,167.82,163.91,167.4,67723833
2022-04-20,AAPL,168.76,168.88,166.1,167.23,67929814
2022-04-21,AAPL,168.91,171.53,165.91,166.42,87227768
2022-04-22,AAPL,166.46,167.87,161.5,161.79,84882424
2022-04-25,AAPL,161.12,163.17,158.46,162.88,96046376
2022-04-26,AAPL,162.25,162.34,156.72,156.8,95623240
2022-04-27,AAPL,155.91,159.79,155.38,156.57,88063191
2022-04-28,AAPL,159.25,164.51,158.93,163.64,130216792
2022-04-29,AAPL,161.84,166.2,157.25,157.65,131747571
2022-05-02,AAPL,156.71,158.23,153.27,157.96,123055265
2022-05-03,AAPL,158.15,160.71,156.32,159.48,88966526
2022-05-04,AAPL,159.67,166.48,159.26,166.02,108256503
2022-05-05,AAPL,163.85,164.08,154.95,156.77,130525275
2022-05-06,AAPL,156.01,159.44,154.18,157.28,116124647
2022-05-09,AAPL,154.93,155.83,151.49,152.06,131577921
2022-05-10,AAPL,155.52,156.74,152.93,154.51,115366736
2022-05-11,AAPL,153.5,155.45,145.81,146.5,142689825
2022-05-12,AAPL,142.77,146.2,138.8,142.56,182602041
2022-05-13,AAPL,144.59,148.1,143.11,147.11,113990852
2022-05-16,AAPL,145.55,147.52,144.18,145.54,86643781
2022-05-17,AAPL,148.86,149.77,146.68,149.24,78336254
2022-05-18,AAPL,146.85,147.36,139.9,140.82,109742890
2022-05-19,AAPL,139.88,141.66,136.6,137.35,136095640
2022-05-20,AAPL,139.09,140.7,132.61,137.59,137426125
2022-05-23,AAPL,137.79,143.26,137.65,143.11,117726265
2022-05-24,AAPL,140.81,141.97,137.33,140.36,104132746
2022-05-25,AAPL,138.43,141.78,138.34,140.52,92482696
2022-05-26,AAPL,137.39,144.34,137.14,143.78,90601548
2022-05-27,AAPL,145.39,149.68,145.26,149.64,90978503
2022-05-31,AAPL,149.07,150.66,146.84,148.84,103718416
2022-06-01,AAPL,149.9,151.74,147.68,148.71,74286635
2022-06-02,AAPL,147.83,151.27,146.86,151.21,72348055
2022-06-03,AAPL,146.9,147.97,144.46,145.38,88570289
2022-06-06,AAPL,147.03,148.57,144.9,146.14,71598380
2022-06-07,AAPL,144.34,149.0,144.1,148.71,67808150
2022-06-08,AAPL,148.58,149.87,147.46,147.96,53950201
2022-06-09,AAPL,147.08,147.95,142.53,142.64,69472976
2022-06-10,AAPL,140.28,140.76,137.06,137.13,91566637
2022-06-13,AAPL,132.87,135.2,131.44,131.88,122207099
2022-06-14,AAPL,133.13,133.89,131.48,132.76,84784326
2022-06-15,AAPL,134.29,137.34,132.16,135.43,91532972
2022-06-16,AAPL,132.08,132.39,129.04,130.06,107961508
2022-06-17,AAPL,130.06,133.08,129.81,131.56,134520290
2022-06-21,AAPL,133.42,137.06,133.32,135.87,81000488
2022-06-22,AAPL,134.79,137.76,133.91,135.35,73409234
2022-06-23,AAPL,136.82,138.59,135.63,138.27,72433768
2022-06-24,AAPL,139.9,141.91,139.77,141.66,89116837
2022-06-27,AAPL,142.69,143.49,140.97,141.66,70207908
2022-06-28,AAPL,142.13,143.42,137.32,137.44,67315328
2022-06-29,AAPL,137.46,140.67,136.67,139.23,66242411
2022-06-30,AAPL,137.25,138.37,133.77,136.72,98964467
2022-07-01,AAPL,136.04,139.04,135.66,138.93,71051552
2022-07-05,AAPL,137.77,141.61,136.93,141.56,73429641
2022-07-06,AAPL,141.35,144.12,141.08,142.92,74064254
2022-07-07,AAPL,143.29,146.55,143.28,146.35,66253709
2022-07-08,AAPL,145.26,147.55,145.0,147.04,64547798
2022-07-11,AAPL,145.67,146.64,143.78,144.87,63305113
2022-07-12,AAPL,145.76,148.45,145.05,145.86,77588759
2022-07-13,AAPL,142.99,146.45,142.12,145.49,71185560
2022-07-14,AAPL,144.08,148.95,143.25,148.47,78140744
2022-07-15,AAPL,149.78,150.86,148.2,150.17,76259931
2022-07-18,AAPL,150.74,151.57,146.7,147.07,81420868
2022-07-19,AAPL,147.92,151.23,146.91,151.0,82982367
2022-07-20,AAPL,151.12,153.72,150.37,153.04,64823413
2022-07-21,AAPL,154.5,155.57,151.94,155.35,65086636
2022-07-22,AAPL,155.39,156.28,153.41,154.09,66675408
2022-07-25,AAPL,154.01,155.04,152.28,152.95,53623945
2022-07-26,AAPL,152.26,153.09,150.8,151.6,55138691
2022-07-27,AAPL,152.58,157.33,152.16,156.79,78620688
2022-07-28,AAPL,156.98,157.64,154.41,157.35,81378731
2022-07-29,AAPL,161.24,163.63,159.5,162.51,101786860
2022-08-01,AAPL,161.01,163.59,160.89,161.51,67829379
2022-08-02,AAPL,160.1,162.41,159.63,160.01,59907025
2022-08-03,AAPL,160.84,166.59,160.75,166.13,82507488
2022-08-04,AAPL,166.0,167.19,164.43,165.81,55474144
2022-08-05,AAPL,163.21,165.85,163.0,165.35,56696985
2022-08-08,AAPL,166.37,167.81,164.2,164.87,60362338
2022-08-09,AAPL,164.02,165.82,163.25,164.92,63135503
2022-08-10,AAPL,167.68,169.34,166.9,169.24,70170540
2022-08-11,AAPL,170.06,170.99,168.19,168.49,57149159
2022-08-12,AAPL,169.82,172.17,169.4,172.1,68039382
2022-08-15,AAPL,171.52,173.39,171.34,173.19,54091694
2022-08-16,AAPL,172.78,173.71,171.66,173.03,56377050
2022-08-17,AAPL,172.77,176.15,172.57,174.55,79542037
2022-08-18,AAPL,173.75,174.9,173.12,174.15,62290075
2022-08-19,AAPL,173.03,173.74,171.31,171.52,70346295
2022-08-22,AAPL,169.69,169.86,167.13,167.57,69026809
2022-08-23,AAPL,167.08,168.71,166.65,167.23,54147079
2022-08-24,AAPL,167.32,168.11,166.25,167.53,53841524
2022-08-25,AAPL,168.78,170.14,168.35,170.03,51218209
2022-08-26,AAPL,170.57,171.05,163.56,163.62,78960980
2022-08-29,AAPL,161.15,162.9,159.82,161.38,73313953
2022-08-30,AAPL,162.13,162.56,157.72,158.91,77906197
2022-08-31,AAPL,160.31,160.58,157.14,157.22,87991091
2022-09-01,AAPL,156.64,158.42,154.67,157.96,74229896
2022-09-02,AAPL,159.75,160.36,154.97,155.81,76957768
2022-09-06,AAPL,156.47,157.09,153.69,154.53,73714843
2022-09-07,AAPL,154.82,156.67,153.61,155.96,87449574
2022-09-08,AAPL,154.64,156.36,152.68,154.46,84923847
2022-09-09,AAPL,155.47,157.82,154.75,157.37,68081006
2022-09-12,AAPL,159.59,164.26,159.3,163.43,104955962
2022-09-13,AAPL,159.9,160.54,153.37,153.84,122656614
2022-09-14,AAPL,154.78,157.1,153.61,155.31,87965409
2022-09-15,AAPL,154.65,155.24,151.38,152.37,90481110
2022-09-16,AAPL,151.21,151.35,148.37,150.7,162278841
2022-09-19,AAPL,149.31,154.56,149.1,154.48,81474246
2022-09-20,AAPL,153.4,158.08,153.08,156.9,107689796
2022-09-21,AAPL,157.34,158.74,153.6,153.72,101696790
2022-09-22,AAPL,152.38,154.47,150.91,152.74,86652542
2022-09-23,AAPL,151.19,151.47,148.56,150.43,96029909
2022-09-26,AAPL,149.66,153.77,149.64,150.77,93339409
2022-09-27,AAPL,152.74,154.72,149.94,151.76,84442741
2022-09-28,AAPL,147.64,150.64,144.84,149.84,146691387
2022-09-29,AAPL,146.1,146.72,140.68,142.48,128138237
2022-09-30,AAPL,141.28,143.1,138.0,138.2,124925274
2022-10-03,AAPL,138.21,143.07,137.69,142.45,114311663
2022-10-04,AAPL,145.03,146.22,144.26,146.1,87830064
2022-10-05,AAPL,144.07,147.38,143.01,146.4,79470968
2022-10-06,AAPL,145.81,147.54,145.22,145.43,68402169
2022-10-07,AAPL,142.54,143.1,139.44,140.09,85925559
2022-10-10,AAPL,140.42,141.89,138.57,140.42,74899002
2022-10-11,AAPL,139.9,141.35,138.22,138.98,77033672
2022-10-12,AAPL,139.13,140.36,138.16,138.34,70433744
2022-10-13,AAPL,134.99,143.59,134.37,142.99,113223975
2022-10-14,AAPL,144.31,144.52,138.19,138.38,88597969
2022-10-17,AAPL,141.06,142.9,140.27,142.41,85250939
2022-10-18,AAPL,145.49,146.7,140.61,143.75,99136610
2022-10-19,AAPL,141.69,144.95,141.5,143.86,61758340
2022-10-20,AAPL,143.02,145.89,142.65,143.39,64521989
2022-10-21,AAPL,142.87,147.85,142.65,147.27,86548609
2022-10-24,AAPL,147.19,150.23,146.0,149.45,75981918
2022-10-25,AAPL,150.09,152.49,149.36,152.34,74732290
2022-10-26,AAPL,150.96,151.99,148.04,149.35,88436172
2022-10-27,AAPL,148.07,149.05,144.13,144.8,109180150
2022-10-28,AAPL,148.2,157.5,147.82,155.74,164762371
2022-10-31,AAPL,153.16,154.24,151.92,153.34,97943171
2022-11-01,AAPL,155.08,155.45,149.13,150.65,80379345
2022-11-02,AAPL,148.94,152.17,145.0,145.03,93604623
2022-11-03,AAPL,142.06,142.8,138.75,138.88,97918516
2022-11-04,AAPL,142.09,142.67,134.38,138.38,140814796
2022-11-07,AAPL,137.11,139.15,135.67,138.92,83374628
2022-11-08,AAPL,140.41,141.43,137.49,139.5,89908477
2022-11-09,AAPL,138.5,138.55,134.59,134.87,74917794
2022-11-10,AAPL,141.24,146.87,139.5,146.87,118854028
2022-11-11,AAPL,145.82,150.01,144.37,149.7,93979665
2022-11-14,AAPL,148.97,150.28,147.43,148.28,73374114
2022-11-15,AAPL,152.22,153.59,148.56,150.04,89868332
2022-11-16,AAPL,149.13,149.87,147.29,148.79,64218266
2022-11-17,AAPL,146.43,151.48,146.15,150.72,80389400
2022-11-18,AAPL,152.31,152.7,149.97,151.29,74829573
2022-11-21,AAPL,150.16,150.37,147.72,148.01,58724070
2022-11-22,AAPL,148.13,150.42,146.93,150.18,51804132
2022-11-23,AAPL,149.45,151.83,149.34,151.07,58301395
2022-11-25,AAPL,148.31,148.88,147.12,148.11,35195860
2022-11-28,AAPL,145.14,146.64,143.38,144.22,69346522
2022-11-29,AAPL,144.29,144.81,140.35,141.17,83763803
2022-11-30,AAPL,141.4,148.72,140.55,148.03,111380880
2022-12-01,AAPL,148.21,149.13,146.61,148.31,71250416
2022-12-02,AAPL,145.96,148.0,145.65,147.81,65447446
2022-12-05,AAPL,147.77,150.92,145.77,146.63,68826442
2022-12-06,AAPL,147.07,147.3,141.92,142.91,64727186
2022-12-07,AAPL,142.19,143.37,140.0,140.94,69721094
2022-12-08,AAPL,142.36,143.52,141.1,142.65,62128338
2022-12-09,AAPL,142.34,145.57,140.9,142.16,76097011
2022-12-12,AAPL,142.7,144.5,141.06,144.49,70462654
2022-12-13,AAPL,149.5,149.97,144.24,145.47,93886161
2022-12-14,AAPL,145.35,146.66,141.16,143.21,82291182
2022-12-15,AAPL,141.11,141.8,136.03,136.5,98931907
2022-12-16,AAPL,136.69,137.65,133.73,134.51,160156900
2022-12-19,AAPL,135.11,135.2,131.32,132.37,79592614
2022-12-20,AAPL,131.39,133.25,129.89,132.3,77432819
2022-12-21,AAPL,132.98,136.81,132.75,135.45,85927993
2022-12-22,AAPL,134.35,134.56,130.3,132.23,77852108
2022-12-23,AAPL,130.92,132.41,129.64,131.86,63814893
2022-12-27,AAPL,131.38,131.41,128.72,130.03,69007830
2022-12-28,AAPL,129.67,131.03,125.87,126.04,85438391
2022-12-29,AAPL,127.99,130.48,127.73,129.61,75703710
2022-12-30,AAPL,128.41,129.95,127.43,129.93,77034209
2023-01-03,AAPL,130.28,130.9,124.17,125.07,112117471
2023-01-04,AAPL,126.89,128.66,125.08,126.36,89113633
2023-01-05,AAPL,127.13,127.77,124.76,125.02,80962708
2023-01-06,AAPL,126.01,130.29,124.89,129.62,87754715
2023-01-09,AAPL,130.47,133.41,129.89,130.15,70790813
2023-01-10,AAPL,130.26,131.26,128.12,130.73,63896155
2023-01-11,AAPL,131.25,133.51,130.46,133.49,69458949
2023-01-12,AAPL,133.88,134.26,131.44,133.41,71379648
2023-01-13,AAPL,132.03,134.92,131.66,134.76,57809719
2023-01-17,AAPL,134.83,137.29,134.13,135.94,63646627
2023-01-18,AAPL,136.81,138.61,135.03,135.21,69672800
2023-01-19,AAPL,134.08,136.25,133.77,135.27,58280413
2023-01-20,AAPL,135.28,138.02,134.22,137.87,80223626
2023-01-23,AAPL,138.12,143.31,137.9,141.11,81760313
2023-01-24,AAPL,140.31,143.16,140.3,142.53,66435142
2023-01-25,AAPL,140.89,142.43,138.81,141.86,65799349
2023-01-26,AAPL,143.17,144.25,141.9,143.96,54105068
2023-01-27,AAPL,143.16,147.23,143.08,145.93,70555843
2023-01-30,AAPL,144.96,145.55,142.85,143.0,64015274
2023-01-31,AAPL,142.7,144.34,142.28,144.29,65874459
2023-02-01,AAPL,143.97,146.61,141.32,145.43,77663633
2023-02-02,AAPL,148.9,151.18,148.17,150.82,118338980
2023-02-03,AAPL,148.03,157.38,147.83,154.5,154357337
2023-02-06,AAPL,152.57,153.1,150.78,151.73,69858306
2023-02-07,AAPL,150.64,155.23,150.64,154.65,83322551
2023-02-08,AAPL,153.88,154.58,151.17,151.92,64120079
2023-02-09,AAPL,153.78,154.33,150.42,150.87,56007143
2023-02-10,AAPL,149.46,151.34,149.22,151.01,57450708
2023-02-13,AAPL,150.95,154.26,150.92,153.85,62199013
2023-02-14,AAPL,152.12,153.77,150.86,153.2,61707573
2023-02-15,AAPL,153.11,155.5,152.88,155.33,65669252
2023-02-16,AAPL,153.51,156.33,153.35,153.71,68167942
2023-02-17,AAPL,152.35,153.0,150.85,152.55,59144118
2023-02-21,AAPL,150.2,151.3,148.41,148.48,58867230
2023-02-22,AAPL,148.87,149.95,147.16,148.91,51011305
2023-02-23,AAPL,150.09,150.34,147.24,149.4,48394249
2023-02-24,AAPL,147.11,147.19,145.72,146.71,55469606
2023-02-27,AAPL,147.71,149.17,147.45,147.92,44998470
2023-02-28,AAPL,147.05,149.08,146.83,147.41,50546998
2023-03-01,AAPL,146.83,147.23,145.01,145.31,55478991
2023-03-02,AAPL,144.38,146.71,143.9,145.91,52279761
2023-03-03,AAPL,148.04,151.11,147.33,151.03,70732297
2023-03-06,AAPL,153.78,156.3,153.46,153.83,87558028
2023-03-07,AAPL,153.7,154.03,151.13,151.6,56182028
2023-03-08,AAPL,152.81,153.47,151.83,152.87,47204791
2023-03-09,AAPL,153.56,154.53,150.22,150.59,53833582
2023-03-10,AAPL,150.21,150.94,147.61,148.5,68572400
2023-03-13,AAPL,147.81,153.14,147.7,150.47,84457122
2023-03-14,AAPL,151.28,153.4,150.1,152.59,73695893
2023-03-15,AAPL,151.19,153.25,149.92,152.99,77167866
2023-03-16,AAPL,152.16,156.46,151.64,155.85,76254419
2023-03-17,AAPL,156.08,156.74,154.28,155.0,98944633
2023-03-20,AAPL,155.07,157.82,154.15,157.4,73641415
2023-03-21,AAPL,157.32,159.4,156.54,159.28,73938285
2023-03-22,AAPL,159.3,162.14,157.81,157.83,75701811
2023-03-23,AAPL,158.83,161.55,157.68,158.93,67622060
2023-03-24,AAPL,158.86,160.34,157.85,160.25,59256343
2023-03-27,AAPL,159.94,160.77,157.87,158.28,52390266
2023-03-28,AAPL,157.97,158.49,155.98,157.65,45992152
2023-03-29,AAPL,159.37,161.05,159.35,160.77,51305691
2023-03-30,AAPL,161.53,162.47,161.27,162.36,49501689
2023-03-31,AAPL,162.44,165.0,161.91,164.9,68749792
2023-04-03,AAPL,164.27,166.29,164.22,166.17,56976187
2023-04-04,AAPL,166.59,166.84,165.11,165.63,46278295
2023-04-05,AAPL,164.74,165.05,161.8,163.76,51511744
2023-04-06,AAPL,162.43,164.96,162.0,164.66,45390123
2023-04-10,AAPL,161.42,162.03,160.08,162.03,47716882
2023-04-11,AAPL,162.35,162.36,160.51,160.8,47644217
2023-04-12,AAPL,161.22,162.06,159.78,160.1,50133062
2023-04-13,AAPL,161.63,165.8,161.42,165.56,68445649
2023-04-14,AAPL,164.59,166.32,163.82,165.21,49386480
2023-04-17,AAPL,165.09,165.39,164.03,165.23,41516217
2023-04-18,AAPL,166.1,167.41,165.65,166.47,49923008
2023-04-19,AAPL,165.8,168.16,165.54,167.63,47720166
2023-04-20,AAPL,166.09,167.87,165.56,166.65,52456377
2023-04-21,AAPL,165.05,166.45,164.49,165.02,58337341
2023-04-24,AAPL,165.0,165.6,163.89,165.33,41949581
2023-04-25,AAPL,165.19,166.31,163.73,163.77,48714063
2023-04-26,AAPL,163.06,165.28,162.8,163.76,45498796
2023-04-27,AAPL,165.19,168.56,165.19,168.41,64902329
2023-04-28,AAPL,168.49,169.85,167.88,169.68,55275851
2023-05-01,AAPL,169.28,170.45,168.64,169.59,52472936
2023-05-02,AAPL,170.09,170.35,167.54,168.54,48425696
2023-05-03,AAPL,169.5,170.92,167.16,167.45,65136018
2023-05-04,AAPL,164.89,167.04,164.31,165.79,81235427
2023-05-05,AAPL,170.97,174.3,170.76,173.57,113453171
2023-05-08,AAPL,172.48,173.85,172.11,173.5,55962793
2023-05-09,AAPL,173.05,173.54,171.6,171.77,45326874
2023-05-10,AAPL,173.02,174.03,171.9,173.56,53724501
2023-05-11,AAPL,173.85,174.59,172.17,173.75,49514676
2023-05-12,AAPL,173.62,174.06,171.0,172.57,45533138
2023-05-15,AAPL,173.16,173.21,171.47,172.07,37266659
2023-05-16,AAPL,171.99,173.14,171.8,172.07,42110293
2023-05-17,AAPL,171.71,172.93,170.42,172.69,57951604
2023-05-18,AAPL,173.0,175.24,172.58,175.05,65496657
2023-05-19,AAPL,176.39,176.39,174.94,175.16,55809475
2023-05-22,AAPL,173.98,174.71,173.45,174.2,43570932
2023-05-23,AAPL,173.13,173.38,171.28,171.56,50747263
2023-05-24,AAPL,171.09,172.42,170.52,171.84,45143488
2023-05-25,AAPL,172.41,173.9,171.69,172.99,56058258
2023-05-26,AAPL,173.32,175.77,173.11,175.43,54834975
2023-05-30,AAPL,176.96,178.99,176.57,177.3,55964401
2023-05-31,AAPL,177.32,179.35,176.76,177.25,99625288
2023-06-01,AAPL,177.7,180.12,176.93,180.09,68901809
2023-06-02,AAPL,181.03,181.78,179.26,180.95,61996913
2023-06-05,AAPL,182.63,184.95,178.03,179.58,121946497
2023-06-06,AAPL,179.97,180.12,177.43,179.21,64848374
2023-06-07,AAPL,178.44,181.21,177.32,177.82,61944615
2023-06-08,AAPL,177.9,180.84,177.46,180.57,50214881
2023-06-09,AAPL,181.5,182.23,180.63,180.96,48899973
2023-06-12,AAPL,181.27,183.89,180.97,183.79,54754995
2023-06-13,AAPL,182.8,184.15,182.44,183.31,54929129
2023-06-14,AAPL,183.37,184.39,182.02,183.95,57462882
2023-06-15,AAPL,183.96,186.52,183.78,186.01,65433166
2023-06-16,AAPL,186.73,186.99,184.27,184.92,101256225
2023-06-20,AAPL,184.41,186.1,184.41,185.01,49799092
2023-06-21,AAPL,184.9,185.41,182.59,183.96,49515697
2023-06-22,AAPL,183.74,187.04,183.67,187.0,51245327
2023-06-23,AAPL,185.55,187.56,185.01,186.68,53116996
2023-06-26,AAPL,186.83,188.05,185.23,185.27,48088661
2023-06-27,AAPL,185.89,188.39,185.67,188.06,50730846
2023-06-28,AAPL,187.93,189.9,187.6,189.25,51216801
2023-06-29,AAPL,189.08,190.07,188.94,189.59,46347308
2023-06-30,AAPL,191.63,194.48,191.26,193.97,85213216
2023-07-03,AAPL,193.78,193.88,191.76,192.46,31458198
2023-07-05,AAPL,191.56,192.98,190.62,191.33,46920261
2023-07-06,AAPL,189.84,192.02,189.2,191.81,45156009
2023-07-07,AAPL,191.41,192.67,190.24,190.68,46814998
2023-07-10,AAPL,189.26,189.99,187.03,188.61,59922163
2023-07-11,AAPL,189.16,189.3,186.6,188.08,46638119
2023-07-12,AAPL,189.68,191.7,188.47,189.77,60750248
2023-07-13,AAPL,190.5,191.19,189.78,190.54,41342338
2023-07-14,AAPL,190.23,191.18,189.63,190.69,41616242
2023-07-17,AAPL,191.9,194.32,191.81,193.99,50520159
2023-07-18,AAPL,193.35,194.33,192.41,193.73,48353774
2023-07-19,AAPL,193.1,198.23,192.65,195.1,80507323
2023-07-20,AAPL,195.09,196.47,192.5,193.13,59581196
2023-07-21,AAPL,194.1,194.97,191.23,191.94,71951683
2023-07-24,AAPL,193.41,194.91,192.25,192.75,45505097
2023-07-25,AAPL,193.33,194.44,192.91,193.62,37283201
2023-07-26,AAPL,193.67,195.64,193.32,194.5,47471868
2023-07-27,AAPL,196.02,197.2,192.55,193.22,47460180
2023-07-28,AAPL,194.67,196.63,194.14,195.83,48291443
2023-07-31,AAPL,196.06,196.49,195.26,196.45,38824113
2023-08-01,AAPL,196.24,196.73,195.28,195.6,35281426
2023-08-02,AAPL,195.04,195.18,191.85,192.58,50389327
2023-08-03,AAPL,191.57,192.37,190.69,191.17,62243282
2023-08-04,AAPL,185.52,187.38,181.92,181.99,115956841
2023-08-07,AAPL,182.13,183.13,177.35,178.85,97576069
2023-08-08,AAPL,179.69,180.27,177.58,179.8,67823003
2023-08-09,AAPL,180.87,180.93,177.01,178.19,60378492
2023-08-10,AAPL,179.48,180.75,177.6,177.97,54686851
2023-08-11,AAPL,177.32,178.62,176.55,177.79,52036672
2023-08-14,AAPL,177.97,179.69,177.31,179.46,43675627
2023-08-15,AAPL,178.88,179.48,177.05,177.45,43622593
2023-08-16,AAPL,177.13,178.54,176.5,176.57,46964857
2023-08-17,AAPL,177.14,177.51,173.48,174.0,66062882
2023-08-18,AAPL,172.3,175.1,171.96,174.49,61172150
2023-08-21,AAPL,175.07,176.13,173.74,175.84,46311879
2023-08-22,AAPL,177.06,177.68,176.25,177.23,42084245
2023-08-23,AAPL,178.52,181.55,178.32,181.12,52722752
2023-08-24,AAPL,180.67,181.1,176.01,176.38,54945798
2023-08-25,AAPL,177.38,179.15,175.82,178.61,51449594
2023-08-28,AAPL,180.09,180.59,178.54,180.19,43820697
2023-08-29,AAPL,179.69,184.9,179.5,184.12,53003948
2023-08-30,AAPL,184.94,187.85,184.74,187.65,60813888
2023-08-31,AAPL,187.84,189.12,187.48,187.87,60794467
2023-09-01,AAPL,189.49,189.92,188.28,189.46,45766503
2023-09-05,AAPL,188.28,189.98,187.61,189.7,45280027
2023-09-06,AAPL,188.4,188.85,181.47,182.91,81755816
2023-09-07,AAPL,175.18,178.21,173.54,177.56,112488803
2023-09-08,AAPL,178.35,180.24,177.79,178.18,65602066
2023-09-11,AAPL,180.07,180.3,177.34,179.36,58953052
2023-09-12,AAPL,179.49,180.13,174.82,176.3,90370192
2023-09-13,AAPL,176.51,177.3,173.98,174.21,84267928
2023-09-14,AAPL,174.0,176.1,173.58,175.74,60895757
2023-09-15,AAPL,176.48,176.5,173.82,175.01,109259461
